"id","monthly_rent_payment","overcrowding_by_bedrooms","number_of_all_rooms_in_the_house","overcrowding_by_rooms","has_bathroom_in_the_household","if_the_household_has_refrigerator","males_younger_than_12_years_of_age","males_12_years_of_age_and_older","total_males_in_the_household","females_younger_than_12_years_of_age","females_12_years_of_age_and_older","total_females_in_the_household","persons_younger_than_12_years_of_age","persons_12_years_of_age_and_older","number_of_persons_living_in_the_household","years_of_schooling","years_behind_in_school","household_size","if_predominant_material_on_the_outside_wall_is_block_or_brick","if_predominant_material_on_the_outside_wall_is_socket_wood_zinc_or_absbesto","if_predominant_material_on_the_outside_wall_is_prefabricated_or_cement","if_predominant_material_on_the_outside_wall_is_waste_material","if_predominant_material_on_the_outside_wall_is_wood","if_predominant_material_on_the_outside_wall_is_zink","if_predominant_material_on_the_outside_wall_is_natural_fibers","if_predominant_material_on_the_outside_wall_is_other","if_predominant_material_on_the_floor_is_mosaic_ceramic_terrazo","if_predominant_material_on_the_floor_is_cement","if_predominant_material_on_the_floor_is_other","if_predominant_material_on_the_floor_is_natural_material","if_no_floor_at_the_household","if_predominant_material_on_the_floor_is_wood","if_predominant_material_on_the_roof_is_metal_foil_or_zink","if_predominant_material_on_the_roof_is_fiber_cement_mezzanine","if_predominant_material_on_the_roof_is_natural_fibers","if_predominant_material_on_the_roof_is_other","if_the_house_has_ceiling","if_water_provision_inside_the_dwelling","if_water_provision_outside_the_dwelling","if_no_water_provision","electricity_from_cnfl_ice_esph_or_jasec","electricity_from_private_plant","no_electricity_in_the_dwelling","no_toilet_in_the_dwelling","toilet_connected_to_septic_tank","toilet_connected_to_black_hole_or_letrine","toilet_connected_to_other_system","no_main_source_of_energy_used_for_cooking_no_kitchen","main_source_of_energy_used_for_cooking_electricity","main_source_of_energy_used_for_cooking_gas","main_source_of_energy_used_for_cooking_wood_charcoal","if_rubbish_disposal_mainly_by_tanker_truck","if_rubbish_disposal_mainly_by_botan_hollow_or_buried","if_rubbish_disposal_mainly_by_burning","if_rubbish_disposal_mainly_by_throwing_in_an_unoccupied_space","if_rubbish_disposal_mainly_other","if_walls_are_bad","if_walls_are_regular","if_walls_are_good","if_roof_are_bad","if_roof_are_regular","if_roof_are_good","if_floor_are_bad","if_floor_are_regular","if_floor_are_good","if_disable_person","if_male","if_female","if_less_than_10_years_old","if_free_or_coupled_uunion","if_married","if_divorced","if_separated","if_single","if_household_head","household_level_identifier","number_of_children_0_to_19_in_household","number_of_adults_in_household","no_of_individuals_65_plus_in_the_household","of_total_individuals_in_the_household","dependency","edjefe","edjefa","meaneduc","no_level_of_education","incomplete_primary","complete_primary","incomplete_academic_secondary_level","complete_academic_secondary_level","incomplete_technical_secondary_level","complete_technical_secondary_level","undergraduate_and_higher_education","postgraduate_higher_education","bedrooms","overcrowding","own_and_fully_paid_house","own_paying_in_installments","rented","precarious","other_assigned_borrowed","if_the_household_has_notebook_or_desktop_computer","if_the_household_has_tv","no_of_mobile_phones","region_central","region_chorotega","region_pacafico_central","region_huetar_atlantica","region_huetar_norte","area_zona_urbana","area_zona_rural","age_in_years","years_of_education_of_male_head_of_household_squared","target"
"ID_1d6c5c38e",0,0,3,0,1,1,0,1,1,0,1,1,0,2,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"d20d8adc2",0,2,2,2,8,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,82,0,"two"
"ID_9db89986c",40000,0,2,0,1,1,0,1,1,0,0,0,0,1,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,"20801837a",0,1,1,1,8,3,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,88,9,"four"
"ID_d45817f89",120000,0,4,0,1,1,2,4,6,0,2,2,2,6,8,4.5,0.375,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"493f97dcb",4,4,0,8,1,0,6,7.75,0,0,1,0,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,38,0,"four"
"ID_8c3b30fef",0,0,4,0,1,1,0,3,3,0,1,1,0,4,4,7.5,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,"7e9d58c5c",1,3,0,4,0.33333334,0,9,6.6666665,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,4,0,0,0,0,1,0,1,46,0,"two"
"ID_481fe93f2",0,0,5,0,1,1,0,2,2,0,2,2,0,4,4,4.5,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,"135334d8e",0,4,3,4,3,5,0,4.5,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,80,25,"two"
"ID_4211bdffd",0,0,9,0,1,1,0,3,3,1,1,2,1,4,5,8,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"9940149ab",2,3,0,5,0.66666669,6,0,12.333333,0,0,1,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,51,36,"four"
"ID_1eb95427d",0,0,4,0,1,1,0,1,1,0,1,1,0,2,2,8.5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"cb69918a7",0,2,0,2,0,9,0,8.5,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,57,81,"four"
"ID_ec9574410",0,0,5,0,1,1,0,0,0,0,1,1,0,1,1,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"9d05282ce",0,1,0,1,0,0,6,6,0,0,1,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,64,0,"two"
"ID_080079670",50000,0,6,0,1,1,0,2,2,0,1,1,0,3,3,7.66666666666667,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"29af27a81",1,2,0,3,0.5,6,0,6.5,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,37,36,"one"
"ID_742a3c60d",0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,6.66666666666667,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"c3fb903a8",1,2,0,3,0.5,6,0,6,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,47,36,"two"
"ID_54c8a18a3",0,0,5,0,1,1,0,1,1,0,0,0,0,1,1,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,"dcb882984",0,1,1,1,8,11,0,11,0,0,0,0,1,0,0,0,0,2,0.5,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,71,121,"two"
"ID_152fcb68a",0,0,7,0,1,1,0,1,1,0,3,3,0,4,4,8,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,"061f8ffcf",0,4,1,4,0.33333334,6,0,8,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,63,36,"four"
"ID_c0bf9b76b",0,0,4,0,1,1,0,1,1,0,2,2,0,3,3,6,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"0f0ef1d76",0,3,0,3,0,6,0,6,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,59,36,"three"
"ID_c7d7b6515",205000,0,3,0,1,1,0,1,1,0,0,0,0,1,1,14,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"00e443b00",0,1,0,1,0,14,0,14,0,0,0,0,0,0,0,1,0,2,0.5,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40,196,"four"
"ID_9ab4f44e8",0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,9,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"7a09dac63",1,2,0,3,0.5,7,0,9.5,0,0,0,0,0,1,0,0,0,2,1.5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,48,49,"four"
"ID_c5de47a9e",0,0,5,0,1,1,0,2,2,0,1,1,0,3,6,5.33333333333333,0.333333333333333,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"f408ae233",1,2,0,3,0.5,0,3,4.5,0,1,0,0,0,0,0,0,0,4,1.5,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,54,0,"two"
"ID_44031e6d2",0,0,4,1,1,1,3,2,5,1,3,4,4,5,9,3.55555555555556,0.222222222222222,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"322cefd2f",5,4,0,9,1.25,5,0,6.25,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,52,25,"two"
"ID_4bd7f33db",0,0,5,0,1,1,0,2,2,0,2,2,0,4,4,9.75,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"97793b568",1,3,0,4,0.33333334,9,0,10,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,51,81,"four"
"ID_367a5c831",380000,0,6,0,1,1,1,1,2,0,1,1,1,2,3,11,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"236d689dd",1,2,0,3,0.5,14,0,15.5,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,31,196,"four"
"ID_f65aec32c",120000,0,4,0,1,1,0,1,1,1,2,3,1,3,4,5,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"d0d1f8b86",1,3,0,4,0.33333334,6,0,6.6666665,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,3,0,0,0,1,0,1,0,50,36,"three"
"ID_7dce915ff",0,0,8,0,1,1,0,1,1,0,1,1,0,2,2,10.5,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"ceb4d2077",0,2,2,2,8,13,0,10.5,0,0,0,0,0,0,0,1,0,4,0.5,1,0,0,0,0,1,1,2,1,0,0,0,0,1,0,72,169,"four"
"ID_7d8b3ac51",0,0,4,0,1,1,0,1,1,0,2,2,0,3,3,4.66666666666667,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,"c321d6602",1,2,1,3,2,0,6,3,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,55,0,"two"
"ID_477ca7241",0,0,4,0,1,1,1,2,3,1,1,2,2,3,5,5.8,0.4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"dc7814efb",3,2,0,5,1.5,0,8,10,0,0,0,1,0,0,0,0,0,3,1.6666666,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,38,0,"one"
"ID_8cf71807e",0,0,4,0,1,1,0,2,2,1,2,3,1,4,5,6.8,0.2,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"3c3b1ee5f",2,3,0,5,0.66666669,9,0,8.666667,0,0,0,1,0,0,0,0,0,2,2.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,44,81,"one"
"ID_74a0931de",0,0,6,0,1,1,0,6,6,0,1,1,0,7,7,5.57142857142857,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"673c6db37",1,6,0,7,0.16666667,2,0,6.5,0,1,0,0,0,0,0,0,0,5,1.4,1,0,0,0,0,0,0,5,0,0,0,0,1,0,1,58,4,"three"
"ID_3b870609a",0,0,4,0,1,1,0,1,1,0,2,2,0,3,3,6.33333333333333,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"91469241f",1,2,0,3,0.5,6,0,6,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,62,36,"three"
"ID_0ae6d41d3",0,0,4,0,1,1,0,3,3,1,2,3,1,5,6,7.16666666666667,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"82656d453",1,5,1,6,0.5,0,6,8.6000004,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,60,0,"two"
"ID_a433898b4",160000,0,3,0,1,1,2,0,2,1,1,2,3,1,4,2,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,"5.74E+74",3,1,0,4,3,0,7,7,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,31,0,"one"
"ID_2de9d4da3",170000,0,5,0,1,1,1,2,3,3,2,5,4,4,8,4.75,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"a32c04257",4,4,0,8,1,9,0,8,0,0,0,1,0,0,0,0,0,3,2.6666667,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,30,81,"three"
"ID_1d446363c",0,0,4,0,1,1,0,2,2,1,2,3,1,4,5,5.2,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"3628f7450",2,3,0,5,0.66666669,6,0,8.666667,0,0,1,0,0,0,0,0,0,3,1.6666666,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,39,36,"four"
"ID_d50bd75b6",0,1,4,0,1,1,0,2,2,1,4,5,1,6,7,5.57142857142857,0.571428571428571,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"d4bce9879",3,4,0,7,0.75,1,0,6.75,0,1,0,0,0,0,0,0,0,2,3.5,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,60,1,"three"
"ID_0816da28f",0,0,5,0,1,1,0,3,3,0,1,1,0,4,4,7.25,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"b63b41a28",2,2,0,4,1,6,0,6,0,0,1,0,0,0,0,0,0,3,1.3333334,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,50,36,"two"
"ID_303108a1c",0,0,6,0,1,1,0,0,0,0,1,1,0,1,1,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,"64a069f16",0,1,1,1,8,0,11,11,0,0,0,0,1,0,0,0,0,3,0.33333334,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,74,0,"two"
"ID_1574d08fe",5e+05,0,6,0,1,1,0,1,1,0,1,1,0,2,2,17,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"6a412c630",0,2,0,2,0,17,0,17,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,34,289,"four"
"ID_9cdb9398f",0,0,4,0,1,1,2,2,4,0,2,2,2,4,6,4.5,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,"9a3f3aeaa",3,3,0,6,1,0,6,5.6666665,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,46,0,"two"
"ID_18ab76ef8",3e+05,0,6,0,1,1,1,1,2,1,1,2,2,2,4,7.25,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"c5fd2a561",2,2,0,4,1,14,0,14,0,0,0,0,0,0,0,1,0,3,1.3333334,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,38,196,"four"
"ID_4da812d9b",0,0,7,0,1,1,0,1,1,0,2,2,0,3,3,8.33333333333333,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,"fb3b48508",0,3,0,3,0,0,9,8.333333,0,0,0,1,0,0,0,0,0,4,0.75,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,56,0,"four"
"ID_8253641e6",0,0,5,0,1,1,1,4,5,0,2,2,1,6,7,6.28571428571429,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"33cfa5bb1",2,5,0,7,0.40000001,0,2,7.5999999,0,1,0,0,0,0,0,0,0,3,2.3333333,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,62,0,"three"
"ID_3b4a4951f",0,0,6,0,1,1,0,0,0,0,3,3,0,3,3,9.33333333333333,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,"ac1e69830",0,3,1,3,0.5,0,6,9.333333,0,0,1,0,0,0,0,0,0,4,0.75,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,67,0,"three"
"ID_cdae13a18",160000,0,6,0,1,1,0,1,1,0,1,1,0,2,8,11.5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,"88c2f7014",0,2,1,2,1,10,0,11.5,0,0,0,1,0,0,0,0,0,4,2,0,0,1,0,0,0,1,4,1,0,0,0,0,1,0,65,100,"two"
"ID_b75c1d362",0,0,4,0,1,1,0,1,1,0,1,1,0,2,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"152d719e2",0,2,2,2,8,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,73,0,"one"
"ID_847f00051",0,1,1,1,1,1,1,2,3,1,2,3,2,4,6,3.33333333333333,0.333333333333333,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"9cd7f15e9",4,2,0,6,2,0,0,3,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,38,0,"one"
"ID_346aaedb6",0,0,5,0,1,1,0,2,2,0,1,1,0,3,3,6,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,"5d669fbac",0,3,0,3,0,0,6,6,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,63,0,"four"
"ID_7aac5c379",0,0,6,0,1,1,1,2,3,0,2,2,1,4,5,4.6,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"b0e0c823f",1,4,1,5,0.66666669,0,3,5.75,0,1,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,65,0,"three"
"ID_95185d790",0,0,4,0,1,1,0,0,0,1,1,2,1,1,2,5.5,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"fec89ef45",1,1,0,2,1,0,11,11,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,21,0,"four"
"ID_987400305",0,0,3,0,1,1,1,1,2,1,1,2,2,2,4,3.75,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"ad060b1e1",2,2,0,4,1,0,11,7.5,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,24,0,"four"
"ID_61f895e96",0,0,4,0,1,1,0,2,2,0,2,2,0,4,4,3.5,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"28a5d39b6",1,3,0,4,0.33333334,2,0,4.6666665,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,4,1,0,0,0,0,1,0,34,4,"three"
"ID_03988ba1b",0,0,2,0,1,1,1,0,1,0,2,2,1,2,3,4.66666666666667,0.333333333333333,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"c91fc39d8",2,1,0,3,2,0,7,7,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,29,0,"two"
"ID_06b053414",150000,0,7,0,1,1,0,2,2,1,1,2,1,3,4,10,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"0f0a12b90",2,2,0,4,1,11,0,14,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,1,1,4,0,0,0,0,1,0,1,40,121,"four"
